BBName1,City,State,Qty1,Value,Products,Brand,Supplier,Employee,Category
Khowai District Hospital,Khowai,Tripura,140,7560,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Khyber Medical Institute,Srinagar,Jammu & Kashmir,100,17300,350 T SAGM ,Mipl,R.K.ENTERPRISES,muneer.ahmed@mipl.in,OTHERS
Kidney Hospital and LifeLine Medical Institutions Blood bank,Jalandhar,Punjab,100,14000,450 D SAGM,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Kidney Hospital and LifeLine Medical Institutions Blood bank,Jalandhar,Punjab,60,8400,350 D SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Kidney Hospital and LifeLine Medical Institutions Blood bank,Jalandhar,Punjab,50,2700,350 SB CPDA,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Kidwai Memorial Institute of Oncology Blood Bank,Bengaluru,Karnataka,190,32870,450 T SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kidwai Memorial Institute of Oncology Blood Bank,Bengaluru,Karnataka,290,40600,450 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kidwai Memorial Institute of Oncology Blood Bank,Bengaluru,Karnataka,120,32160,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
King Gorge Medical University,Lucknow ,Uttar Pradesh,833,44149,300 TR,Mipl,Yashica Enterprises,digember.singh@mipl.in,OTHERS
King Gorge Medical University,Lucknow ,Uttar Pradesh,333,17982,350 SB CPDA,Mipl,Yashica Enterprises,digember.singh@mipl.in,OTHERS
King Gorge Medical University,Lucknow ,Uttar Pradesh,204,163200,350 Q SAGM ILF TAT (TIB),Mipl,Yashica Enterprises,digember.singh@mipl.in,ILF&LSF
King Gorge Medical University,Lucknow ,Uttar Pradesh,5000,1200000,350 Q SAGM TAB PDS NPD,Mipl,Yashica Enterprises,digember.singh@mipl.in,OTHERS
Kiriburu Meghahatuburu General Hospital Blood Bank,West Singhbhum,Jharkhand,100,5400,350 SB CPDA,Mipl,CHEMEX,vikram.barik@mipl.in,OTHERS
Kishtwar District Hospital Blood Bank,Kishtwar,Jammu & Kashmir,100,8900,450 SB CPDA PDS NPD,Mipl,Navdeep sales corporation jam,muneer.ahmed@mipl.in,OTHERS
Koderma Sadar Hospital Blood Bank,Koderma,Jharkhand,300,16200,350 SB CPDA,Mipl,CHEMEX,vikram.barik@mipl.in,OTHERS
Kohinoor Hospital Blood Bank,Mumbai,Maharashtra,50,40000,350 Q SAGM ILF TAT (TIB),Polymed,Deepak Pharma,sameer.balwant@mipl.in,ILF&LSF
Kohinoor Hospital Blood Bank,Mumbai,Maharashtra,100,5400,350 SB CPDA,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
Kohinoor Hospital Blood Bank,Mumbai,Maharashtra,200,34600,350 T SAGM ,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
Kohinoor Hospital Blood Bank,Mumbai,Maharashtra,150,21000,450 D SAGM,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
Kohinoor Hospital Blood Bank,Mumbai,Maharashtra,250,35000,350 D SAGM,JMS,Others,sameer.balwant@mipl.in,OTHERS
Kokilaben Dhirubhai Ambani Blood Bank,Mumbai,Maharashtra,200,48000,350 Q SAGM TAB PDS NPD,TerumoPenpal,Terumo PP,sameer.balwant@mipl.in,OTHERS
Kokilaben Dhirubhai Ambani Blood Bank,Mumbai,Maharashtra,20,16000,500 LSF PLT,Mipl,AADITYA HEALTH CARE,sameer.balwant@mipl.in,ILF&LSF
Kokilaben Dhirubhai Ambani Blood Bank,Mumbai,Maharashtra,50,2700,350 SB CPDA,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Kokilaben Dhirubhai Ambani Blood Bank,Mumbai,Maharashtra,50,30000,500 LSF RBC,Fresenius,Vardhman Healthcare,sameer.balwant@mipl.in,ILF&LSF
Kokilaben Dhirubhai Ambani Blood Bank,Mumbai,Maharashtra,200,180000,450 Q SAGM TAB ILF,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Kokilaben Dhirubhai Ambani Blood Bank,Mumbai,Maharashtra,250,67000,450 Q SAGM TAB PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Kokilaben Dhirubhai Ambani hospital ,Indore ,Madhya Pradesh,400,107200,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,nagendra.singh@mipl.in,OTHERS
Kolar lions blood center,Kolar ,Karnataka,235,37071.25,450 T CPDA,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kolar lions blood center,Kolar ,Karnataka,185,25900,350 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kolhapur Municipal Corporation Blood Bank,Kolhapur,Maharashtra,100,5400,350 SB CPDA,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Konaseema Institute Of Medical Sciences & Research Foundation Hospital Blood Centre,Amalapuram,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Konaseema Institute Of Medical Sciences & Research Foundation Hospital Blood Centre,Amalapuram,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Kongunad Hospitals Private Limited Blood Bank,Coimbatore,Tamil Nadu,200,28000,350 D SAGM,Mipl,SK Agency,sudhir.kumar@mipl.in,OTHERS
Kothari Medical Centre Blood Bank,Kolkata,West Bengal,1500,210000,350 D SAGM,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Kothari Medical Centre Blood Bank,Kolkata,West Bengal,5000,522500,350 D CPDA,Mipl,ABHISHEK ENTERPRISES,tapas.dey@mipl.in,OTHERS
Kotkapura Civil Hospital Blood Bank,Faridkot,Punjab,260,14040,350 SB CPDA,Polymed,PHSC Supply,mangalesh.thakur@mipl.in,OTHERS
Kovai Medical Centre and Hospital Blood Bank,Coimbatore,Tamil Nadu,100,5400,450 SB CPDA,TerumoPenpal,Alpic diagnostic,sudhir.kumar@mipl.in,OTHERS
Kovai Medical Centre and Hospital Blood Bank,Coimbatore,Tamil Nadu,500,450000,450 Q SAGM TAB ILF,TerumoPenpal,Alpic diagnostic,sudhir.kumar@mipl.in,ILF&LSF
Krishna Devi Devi Prasad Kejriwal Maternity Hospital Blood bank,Muzaffarpur,Bihar,200,10800,350 SB CPDA,Mipl,TIWARI SCIENTIFIC HOUSE,tapas.dey@mipl.in,OTHERS
Krishna Hospital & Blood Bank,Kashipur,Uttarakhand,100,5400,350 SB CPDA,Mipl,Infotech Care,jitum.kumar@mipl.in,OTHERS
Krishna Hospital & Blood Bank,Kashipur,Uttarakhand,100,5400,100 SB CPDA,Mipl,Infotech Care,jitum.kumar@mipl.in,OTHERS
Krishna Hospital & Blood Bank,Kashipur,Uttarakhand,100,17300,450 T SAGM,Mipl,Infotech Care,jitum.kumar@mipl.in,OTHERS
Krishna Hospital & Blood Bank,Kashipur,Uttarakhand,200,28000,450 D SAGM,Mipl,Infotech Care,jitum.kumar@mipl.in,OTHERS
Krishna Hospital and Medical Research Centre Blood Bank Karad,Karad,Maharashtra,100,17300,350 T SAGM ,HLL,,sameer.balwant@mipl.in,OTHERS
Krishna Hospital and Medical Research Centre Blood Bank Karad,Karad,Maharashtra,100,5400,350 SB CPDA,HLL,,sameer.balwant@mipl.in,OTHERS
Krishna Hospital and Medical Research Centre Blood Bank Karad,Karad,Maharashtra,100,14000,450 D SAGM,HLL,,sameer.balwant@mipl.in,OTHERS
Krishna Hospital and Medical Research Centre Blood Bank Karad,Karad,Maharashtra,200,28000,350 D SAGM,HLL,Pushpak Pharma,sameer.balwant@mipl.in,OTHERS
Krishna Super Speciality Hospital,Kanpur,Uttar Pradesh,150,25950,350 T SAGM ,Mipl,Shyamson India,digember.singh@mipl.in,OTHERS
Krishna Super Speciality Hospital,Kanpur,Uttar Pradesh,150,21000,350 D SAGM,Mipl,Shyamson India,digember.singh@mipl.in,OTHERS
Krishna hospital ,Prayagraj ,Uttar Pradesh,80,13840,350 T SAGM ,Mipl,Span Healthcare P Ltd,digember.singh@mipl.in,OTHERS
Krishna hospital ,Prayagraj ,Uttar Pradesh,120,16800,350 D SAGM,Mipl,Span Healthcare P Ltd,digember.singh@mipl.in,OTHERS
Kulai District Hospital,Dhalai,Tripura,80,8360,350 D CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Kulai District Hospital,Dhalai,Tripura,80,4320,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Kulgam District Hospital Blood Bank,Kulgam,Jammu & Kashmir,100,8900,350 SB CPDA PDS NPD,Mipl,Navdeep sales corporation jam,muneer.ahmed@mipl.in,OTHERS
Kullu Regional Hospital Blood Bank,Kullu,Himachal Pradesh,200,10800,350 SB CPDA,Mipl,Indian Surgical House Mandi HP,mangalesh.thakur@mipl.in,OTHERS
Kurji Holy Family Hospital Blood Bank,Patna,Bihar,50,8650,350 T SAGM ,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Kurji Holy Family Hospital Blood Bank,Patna,Bihar,100,14000,350 D SAGM,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Kurnool Blood Bank,Kurnool,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Kurnool Blood Bank,Kurnool,Andhra Pradesh,60,6270,450 D CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Kurnool Blood Bank,Kurnool,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Kurseong Sub Divisional Hospital Blood Bank,Darjeeling,West Bengal,30,1620,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Kurukshetra Blood Bank,Kurukshetra,Haryana,40,5600,350 D SAGM,Mipl,Lucent Biologicals Rewari,mangalesh.thakur@mipl.in,OTHERS
Kurukshetra Blood Bank,Kurukshetra,Haryana,200,28000,450 D SAGM,Mipl,Lucent Biologicals Rewari,mangalesh.thakur@mipl.in,OTHERS
Kurukshetra Blood Bank,Kurukshetra,Haryana,50,8650,450 T SAGM,Mipl,Lucent Biologicals Rewari,mangalesh.thakur@mipl.in,OTHERS
Kushal Konwar KK Civil Hospital Blood Bank,Golaghat,Assam,200,10800,350 SB CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Kushinagar charitable blood centre ,Kushinagar ,Uttar Pradesh,120,20760,350 T SAGM ,Polymed,Medico Surgico,digember.singh@mipl.in,OTHERS
Kushinagar charitable blood centre ,Kushinagar ,Uttar Pradesh,250,35000,350 D SAGM,Polymed,Medico Surgico,digember.singh@mipl.in,OTHERS
L.L.R.M.Medical College & Blood Bank,Meerut,Uttar Pradesh,1500,345000,450 Q SAGM,Polymed,Sri Sai,jitum.kumar@mipl.in,OTHERS
L.L.R.M.Medical College & Blood Bank,Meerut,Uttar Pradesh,300,51900,450 T SAGM,Polymed,Sri Sai,jitum.kumar@mipl.in,OTHERS
LNJP District Government Hospital Blood Bank,Kurukshetra,Haryana,40,6920,450 T SAGM,Mipl,Yukti Pharma Ambala,mangalesh.thakur@mipl.in,OTHERS
LNJP District Government Hospital Blood Bank,Kurukshetra,Haryana,200,34600,350 T SAGM ,Mipl,Yukti Pharma Ambala,mangalesh.thakur@mipl.in,OTHERS
LNJP District Government Hospital Blood Bank,Kurukshetra,Haryana,100,14000,350 D SAGM,Mipl,Yukti Pharma Ambala,mangalesh.thakur@mipl.in,OTHERS
LPS Institute of Cardiology,Kanpur,Uttar Pradesh,100,5400,350 SB CPDA,Polymed,Others,digember.singh@mipl.in,OTHERS
Lal Bahadur Shastri Hospital Blood Bank,New Delhi,Delhi NCR,200,28000,450 D SAGM,Mipl,DSACS,akram@mipl.in,OTHERS
Lal Bahadur Shastri Hospital Blood Bank,New Delhi,Delhi NCR,150,8100,350 SB CPDA,Mipl,DSACS,akram@mipl.in,OTHERS
Late Balasaheb Datye Lions Blood Bank,Kolhapur,Maharashtra,50,8650,450 T SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Late Balasaheb Datye Lions Blood Bank,Kolhapur,Maharashtra,50,8650,350 T SAGM ,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Late Balasaheb Datye Lions Blood Bank,Kolhapur,Maharashtra,100,14000,450 D SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Late Balasaheb Datye Lions Blood Bank,Kolhapur,Maharashtra,100,14000,350 D SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Late Shri Mukeshbai Patel Blood Bank,Shirpur,Maharashtra,50,8650,450 T SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Late Shri Mukeshbai Patel Blood Bank,Shirpur,Maharashtra,50,8650,350 T SAGM ,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
Late Shri Mukeshbai Patel Blood Bank,Shirpur,Maharashtra,100,14000,450 D SAGM,Mipl,,sameer.balwant@mipl.in,OTHERS
Late Shri Mukeshbai Patel Blood Bank,Shirpur,Maharashtra,100,14000,350 D SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Latehar Sadhar Hospital Blood Bank,Latehar,Jharkhand,200,10800,350 SB CPDA,Mipl,NA,vikram.barik@mipl.in,OTHERS
Laxmi Blood Bank,Firozabad,Uttar Pradesh,100,5400,350 SB CPDA,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Laxmi Blood Bank,Firozabad,Uttar Pradesh,100,5400,100 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Laxmi Blood Bank,Firozabad,Uttar Pradesh,150,25950,450 T SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Laxmi Blood Bank,Firozabad,Uttar Pradesh,200,28000,450 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Laxmi Blood Bank,Pusad,Maharashtra,50,8650,450 T SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Laxmi Blood Bank,Pusad,Maharashtra,50,8650,350 T SAGM ,Polymed,,sameer.balwant@mipl.in,OTHERS
Laxmi Blood Bank,Pusad,Maharashtra,50,2700,350 SB CPDA,Polymed,,sameer.balwant@mipl.in,OTHERS
Laxmi Blood Bank,Pusad,Maharashtra,150,21000,450 D SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Laxmi Blood Bank,Pusad,Maharashtra,100,14000,350 D SAGM,Polymed,Lab Solution,sameer.balwant@mipl.in,OTHERS
"Life Care Blood Centre, Karimnagar",Karimnagar,Telangana,20,1080,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
"Life Care Blood Centre, Karimnagar",Karimnagar,Telangana,180,18810,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Life Care Charibable Blood Bank,Aligarh,Uttar Pradesh,100,5400,100 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Life Care Charibable Blood Bank,Aligarh,Uttar Pradesh,100,5400,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Life Care Charibable Blood Bank,Aligarh,Uttar Pradesh,100,17300,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Life Care Charibable Blood Bank,Aligarh,Uttar Pradesh,150,21000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Life Care Medical Complex Private Limited Blood Bank,Kolkata,West Bengal,200,34600,350 T SAGM ,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Life Care Medical Complex Private Limited Blood Bank,Kolkata,West Bengal,8000,1120000,350 D SAGM,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Life Care Voluntary Blood Bank,Bengaluru,Karnataka,140,24220,450 T SAGM,Mipl,ANJANADRI SURGICALS,mohammed.asif@mipl.in,OTHERS
Life Care Voluntary Blood Bank,Bengaluru,Karnataka,230,32200,350 D SAGM,Mipl,BETA ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Life Line Blood Bank,Ghaziabad,Delhi NCR,100,17300,450 T SAGM,Mipl,UNIVERSAL HEALTH CARE,akram@mipl.in,OTHERS
Life Line Blood Bank,Ghaziabad,Delhi NCR,50,2700,350 SB CPDA,Mipl,UNIVERSAL HEALTH CARE,akram@mipl.in,OTHERS
Life Line Blood Bank,Ghaziabad,Delhi NCR,200,28000,450 D SAGM,Mipl,UNIVERSAL HEALTH CARE,akram@mipl.in,OTHERS
Life Line Blood Bank,Gorakhpur ,Uttar Pradesh,300,51900,450 T SAGM,Mipl,Kailash Pharma & Medical Store,digember.singh@mipl.in,OTHERS
Life Line Blood Bank,Gorakhpur ,Uttar Pradesh,300,42000,450 D SAGM,Mipl,Kailash Pharma & Medical Store,digember.singh@mipl.in,OTHERS
Life Line Blood Bank,Kanpur,Uttar Pradesh,300,16200,350 SB CPDA,Mipl,Prem Agency,digember.singh@mipl.in,OTHERS
Life Line Blood Bank,Patna,Bihar,100,5400,350 SB CPDA,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Life Line Blood Bank,Bardhaman,West Bengal,30,1620,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Life Line Blood Centre,Patiala,Punjab,30,5760,450 T SAGM PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Life Line Blood Centre,Patiala,Punjab,100,14000,450 D SAGM,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Life Line Blood Centre,Patiala,Punjab,100,14000,350 D SAGM,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Life Line Blood Centre ,Kalyan ,Maharashtra,150,25950,450 T SAGM,Mipl,Litmus India,sameer.balwant@mipl.in,OTHERS
Life Line Blood Centre ,Kalyan ,Maharashtra,100,14000,350 D SAGM,Mipl,Litmus India,sameer.balwant@mipl.in,OTHERS
Life Line Charitable Blood Bank,Agra,Uttar Pradesh,100,5300,300 TR,TerumoPenpal,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Life Line Charitable Blood Bank,Agra,Uttar Pradesh,100,5400,350 SB CPDA,TerumoPenpal,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Life Line Charitable Blood Bank,Agra,Uttar Pradesh,150,25950,450 T SAGM,TerumoPenpal,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Life Line Charitable Blood Bank,Agra,Uttar Pradesh,300,42000,450 D SAGM,TerumoPenpal,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Life Share Blood Bank,Vijayawada,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Life Share Blood Bank,Vijayawada,Andhra Pradesh,100,17300,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Life Share Blood Bank,Visakhapatnam,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Life Share Blood Bank,Visakhapatnam,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Life Voluntary Blood Bank, Sangareddy",Sangareddy,Telangana,40,6920,450 T SAGM,HLL,Others,sinderaviteja@mipl.in,OTHERS
"Life Voluntary Blood Bank, Sangareddy",Sangareddy,Telangana,50,2700,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
"Life Voluntary Blood Bank, Sangareddy",Sangareddy,Telangana,120,12540,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
"Life Voluntary Blood Centre, Hyderabad",Hyderabad,Telangana,20,1080,350 SB CPDA,Polymed,Others,sinderaviteja@mipl.in,OTHERS
"Life Voluntary Blood Centre, Hyderabad",Hyderabad,Telangana,120,12540,450 D CPDA,Polymed,Others,sinderaviteja@mipl.in,OTHERS
Life line blood bank Barnala,Barnala,Punjab,100,14000,450 D SAGM,Mipl,SURAJ MEDICAL AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Life line blood bank Barnala,Barnala,Punjab,100,14000,350 D SAGM,Mipl,SURAJ MEDICAL AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Life saver blood bank ,Bhopal ,Madhya Pradesh,200,34600,450 T SAGM,HLL,Others,nagendra.singh@mipl.in,OTHERS
Life saver blood bank ,Bhopal ,Madhya Pradesh,200,28000,450 D SAGM,HLL,Others,nagendra.singh@mipl.in,OTHERS
Lifecare Blood Bank,Mathura,Uttar Pradesh,100,17300,450 T SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Lifecare Blood Bank,Mathura,Uttar Pradesh,100,5400,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Lifecare Blood Bank,Mathura,Uttar Pradesh,200,28000,350 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Lifeline Blood Bank Components and Apherisis Centre Blood Bank,Nagpur,Maharashtra,50,30000,500 LSF RBC,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,ILF&LSF
Lifeline Blood Bank Components and Apherisis Centre Blood Bank,Nagpur,Maharashtra,150,135000,450 Q SAGM TAB ILF,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,ILF&LSF
Lifeline Blood Bank Components and Apherisis Centre Blood Bank,Nagpur,Maharashtra,300,80400,450 Q SAGM TAB PDS NPD,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Lilavati Hospital and Research Centre Blood Bank,Mumbai,Maharashtra,100,80000,350 Q SAGM ILF TAT (TIB),TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Lilavati Hospital and Research Centre Blood Bank,Mumbai,Maharashtra,150,135000,450 Q SAGM TAB ILF,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Lilavati Hospital and Research Centre Blood Bank,Mumbai,Maharashtra,100,17300,350 T SAGM ,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Lilavati Hospital and Research Centre Blood Bank,Mumbai,Maharashtra,150,21000,450 D SAGM,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Lilavati Hospital and Research Centre Blood Bank,Mumbai,Maharashtra,200,52800,350 Q SAGM PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Lilavati Hospital and Research Centre Blood Bank,Mumbai,Maharashtra,200,53600,450 Q SAGM TAB PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Lion's Club Blood Bank ,Aurangabad ,Maharashtra,50,8650,450 T SAGM,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Lion's Club Blood Bank ,Aurangabad ,Maharashtra,50,8650,350 T SAGM ,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Lion's Club Blood Bank ,Aurangabad ,Maharashtra,100,14000,450 D SAGM,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Lion's Club Blood Bank ,Aurangabad ,Maharashtra,150,21000,350 D SAGM,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Lions Blood Bank,New Delhi,Delhi NCR,200,34600,450 T SAGM,Mipl,MIPL,akram@mipl.in,OTHERS
Lions Blood Bank,New Delhi,Delhi NCR,400,56000,450 D SAGM,Mipl,MIPL,akram@mipl.in,OTHERS
Lions Blood Bank East Delhi,New Delhi,Delhi NCR,100,17300,450 T SAGM,Mipl,Life Line Surgical,akram@mipl.in,OTHERS
Lions Blood Bank East Delhi,New Delhi,Delhi NCR,200,28000,450 D SAGM,Mipl,MIPL,akram@mipl.in,OTHERS
Lions Blood Bank and Research Centre,Chennai,Tamil Nadu,100,5400,350 SB CPDA,HLL,DSB enterprises,sudhir.kumar@mipl.in,OTHERS
Lions Blood Bank and Research Centre,Chennai,Tamil Nadu,200,28000,350 D SAGM,HLL,DSB enterprises,sudhir.kumar@mipl.in,OTHERS
Lions Blood Bank bijapur,Bijapur,Karnataka,80,13840,350 T SAGM ,Polymed,Others,mohammed.asif@mipl.in,OTHERS
Lions Blood Bank bijapur,Bijapur,Karnataka,95,13300,350 D SAGM,Polymed,Others,mohammed.asif@mipl.in,OTHERS
"Lions Blood Bank, Vizag",Visakhapatnam,Andhra Pradesh,10,1400,350 D SAGM,Mipl,Others,sinderaviteja@mipl.in,OTHERS
"Lions Blood Bank, Vizag",Visakhapatnam,Andhra Pradesh,60,6270,450 D CPDA,Mipl,Others,sinderaviteja@mipl.in,OTHERS
"Lions Blood Bank, Vizag",Visakhapatnam,Andhra Pradesh,30,1620,350 SB CPDA,Mipl,Others,sinderaviteja@mipl.in,OTHERS
Lions Blood Centre Wilson Garden,Bengaluru ,Karnataka,150,25950,450 T SAGM,Mipl,ANJANADRI SURGICALS,mohammed.asif@mipl.in,OTHERS
Lions Blood Centre Wilson Garden,Bengaluru ,Karnataka,180,25200,450 D SAGM,Mipl,ANJANADRI SURGICALS,mohammed.asif@mipl.in,OTHERS
Lions Blood Centre Wilson Garden,Bengaluru ,Karnataka,100,14000,350 D SAGM,Mipl,ANJANADRI SURGICALS,mohammed.asif@mipl.in,OTHERS
"Lions Blood Centre, Srikakulam",Srikakulam,Andhra Pradesh,30,5190,450 T SAGM,Baxter,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
"Lions Blood Centre, Srikakulam",Srikakulam,Andhra Pradesh,50,2700,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
"Lions Blood Centre, Srikakulam",Srikakulam,Andhra Pradesh,120,12540,450 D CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
"Lions Club Of Hyderabad (East), Bhanji Kheraj Blood Centre",Hyderabad,Telangana,10,540,350 SB CPDA,Polymed,Others,sinderaviteja@mipl.in,OTHERS
"Lions Club Of Hyderabad (East), Bhanji Kheraj Blood Centre",Hyderabad,Telangana,100,10450,450 D CPDA,Polymed,Others,sinderaviteja@mipl.in,OTHERS
Lions Club of Coimbatore Legend Blood Bank Research Centre,Coimbatore,Tamil Nadu,300,42000,350 D SAGM,HLL,Balaji healthcare,sudhir.kumar@mipl.in,OTHERS
Lions District Blood Bank,Kolkata,West Bengal,600,62700,350 D CPDA,Mipl,ABHISHEK ENTERPRISES,tapas.dey@mipl.in,OTHERS
"Lions District Blood Bank,Vijayawada",Vijayawada,Andhra Pradesh,20,1080,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
"Lions District Blood Bank,Vijayawada",Vijayawada,Andhra Pradesh,60,6270,450 D CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
"Lions District Blood Bank,Vijayawada",Vijayawada,Andhra Pradesh,120,20760,450 T SAGM,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Lions Jeewan Blood Bank,Patna,Bihar,100,5400,350 SB CPDA,Mipl,PANDEY SURGICALS,tapas.dey@mipl.in,OTHERS
Lions Mahavir Cancer Sansthan Blood Bank,Patna,Bihar,400,69200,350 T SAGM ,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Lions Mahavir Cancer Sansthan Blood Bank,Patna,Bihar,150,15675,350 D CPDA,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
